"Subtype","Provider","Name","Town","Clients","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 22/23","Enforcements since 22/23"
"Other than Care at home","Health Board","Mackintosh Centre (Support Service)","Mallaig","Adults","13/08/2019",5,5,4,5,4,"06/06/2019","2012_3",0,0
"Other than Care at home","Health Board","Melvich Community Care Unit (Support Service)","Thurso","Adults","07/04/2017",4,4,4,4,4,"20/02/2017","2012_3",0,0
"Other than Care at home","Health Board","Seaforth House (Support Service)","Golspie","Adults","17/09/2019",4,4,5,5,5,"09/08/2019","2012_3",0,0
"Other than Care at home","Health Board","Strathburn (Support Service)","Gairloch","Adults","15/01/2019",4,4,4,5,5,"18/12/2018","2012_3",0,0
"Care at Home","Health Board","Care at Home and Enablement Service Inverness","Inverness","Adults","14/12/2023",5,4,NA,4,4,"17/11/2023","2012_3",0,0
"Other than Care at home","Health Board","Telford Centre (Support Service)","Fort Augustus","Adults","22/08/2019",4,3,4,4,4,"16/07/2019","2012_3",0,0
"Other than Care at home","Health Board","The Montrose Centre","Fort William","Adults","19/04/2016",4,4,5,5,5,"08/03/2016","2012_3",0,0
"Other than Care at home","Health Board","Thor House (Support Service)","Thurso","Adults","09/09/2019",3,3,4,4,4,"31/07/2019","2012_3",0,0
"Other than Care at home","Health Board","Tigh na Drochaid","Portree","Adults","01/05/2017",5,5,5,5,5,"30/03/2017","2012_3",0,0
"Other than Care at home","Health Board","Wade Centre (Support Service)","Kingussie","Adults","24/08/2017",5,5,5,4,4,"31/07/2017","2012_3",0,0
"Care at Home","Voluntary or Not for Profit","Jigsaw (Cornerstone)","Helensburgh","Adults","10/02/2020",5,5,NA,4,4,"10/12/2019","2012_11",0,0
"Care at Home","Local Authority","Positive Steps","Edinburgh","Adults","10/01/2023",6,5,NA,5,5,"06/12/2022","2012_8",0,0
"Care at Home","Voluntary or Not for Profit","Sue Ryder Care & Support Service - Care at Home Service","Aberdeen","Adults","03/10/2022",4,5,NA,5,4,"09/09/2022","2012_6",0,0
"Care at Home","Private","Time 2 Help Ltd","Dunblane","Adults","10/02/2020",6,6,NA,5,5,"24/04/2024","2012_7",0,0
"Care at Home","Voluntary or Not for Profit","Penumbra Edinburgh - Care at Home","Edinburgh","Adults","29/04/2024",5,6,NA,5,5,"19/04/2024","2012_5",0,0
"Care at Home","Health Board","Inverness Learning Disabilities","Inverness","Adults","12/01/2023",5,4,NA,4,5,"20/12/2022","2012_3",0,0
"Care at Home","Local Authority","East Dunbartonshire Council: Community Support Team","Glasgow","Adults","20/02/2020",5,5,NA,5,6,"17/01/2020","2013_1",0,0
"Care at Home","Private","Hilltree Court","Glasgow","Adults","03/10/2023",4,4,NA,4,4,"01/09/2023","2013_1",0,0
"Care at Home","Private","ASC - Outreach Services","Blairgowrie","Adults","28/01/2019",5,5,NA,4,4,"24/01/2019","2012_9",0,0
"Other than Care at home","Private","Altogether Travel","Glasgow","Adults","16/05/2019",5,5,3,5,5,"05/03/2019","2013_6",0,0
"Care at Home","Private","Lanarkshire Care Partners","Coatbridge","Adults","08/08/2023",4,4,NA,4,5,"14/07/2023","2013_2",0,0
"Care at Home","Private","Inspired Independent Living","Ayr","Adults","29/02/2024",4,4,NA,3,3,"20/02/2024","2013_10",0,0
"Care at Home","Voluntary or Not for Profit","Dundee Housing with Care","Dundee","Adults","18/01/2023",5,5,NA,5,5,"09/12/2022","2012_12",0,0
"Care at Home","Voluntary or Not for Profit","Leonard Cheshire Services (Scotland) South Lanarkshire","Glasgow","Adults","28/07/2020",5,5,NA,5,4,"12/02/2020","2013_4",0,0
"Care at Home","Voluntary or Not for Profit","Loch Arthur Community","Dumfries","Adults","23/07/2020",6,6,NA,6,6,"25/02/2020","2012_10",0,0
"Care at Home","Private","121 Care at Home Limited","Lanark","Adults","06/12/2023",2,3,NA,2,2,"16/11/2023","2014_6",1,0
"Care at Home","Voluntary or Not for Profit","Newton Dee Camphill Community Ltd","Aberdeen","Adults","20/12/2019",5,5,NA,5,5,"18/11/2019","2012_10",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options West Lothian Care at Home","West Lothian","Adults","20/12/2022",5,5,NA,5,5,"19/12/2022","2014_8",0,0
"Care at Home","Voluntary or Not for Profit","North Lanarkshire Support Service","Coatbridge","Adults","17/03/2020",5,5,NA,5,5,"15/01/2020","2013_4",0,0
"Care at Home","Private","Aberness Care Ltd (Support)","Aberdeenshire","Adults","29/01/2020",5,5,NA,5,5,"06/12/2019","2013_1",0,0
"Care at Home","Private","J.C. Michael Groups Ltd","Edinburgh","Adults","06/07/2023",4,3,NA,4,4,"27/06/2023","2014_6",0,0
"Care at Home","Voluntary or Not for Profit","East Renfrewshire Dementia Services","Glasgow","Adults","02/03/2020",6,6,NA,6,6,"27/03/2024","2013_1",0,0
"Care at Home","Voluntary or Not for Profit","Orkney Support Service","Alloa","Adults","05/05/2023",4,4,NA,4,4,"21/03/2023","2013_2",0,0
"Care at Home","Private","Home is Best Ltd","Glasgow","Adults","23/02/2024",6,5,NA,5,5,"21/02/2024","2013_7",0,0
"Care at Home","Private","Eildon Limited Support Service - Care at Home","Inverness","Adults","04/03/2022",4,4,NA,4,4,"10/12/2021","2013_5",1,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Borders Intensive Support Service","Galashiels","Adults","01/03/2023",5,5,NA,5,4,"02/02/2023","2013_9",0,0
"Care at Home","Private","TayCare at Home","Dundee","Adults","27/01/2023",5,5,NA,5,5,"19/12/2022","2013_11",0,0
"Care at Home","Voluntary or Not for Profit","Trust Housing Association Ltd - Branch 1","Edinburgh","Adults","13/03/2020",6,6,NA,6,6,"25/02/2020","2013_8",0,0
"Care at Home","Voluntary or Not for Profit","Turning Point Scotland - Dundee - Care at Home","Dundee","Adults","12/12/2023",5,5,NA,5,4,"11/08/2023","2013_2",0,0
"Care at Home","Voluntary or Not for Profit","Transform Community Development","Dundee","Adults","19/03/2024",4,4,NA,4,3,"01/03/2024","2013_7",0,0
"Other than Care at home","Local Authority","RLDS GATEWAY Intensive Support Service","Paisley","Adults","29/05/2018",5,5,5,5,5,"29/03/2018","2014_2",0,0
"Care at Home","Private","Rigifa Home Care Service","Perth","Adults","29/03/2023",3,5,NA,5,4,"06/03/2023","2013_4",0,0
"Care at Home","Private","Bon Accord Care - Care at Home - 2","Aberdeen","Adults","27/11/2023",4,3,NA,4,4,"13/10/2023","2013_8",0,0
"Care at Home","Private","Bon Accord Care - Care at Home - 1","Aberdeen","Adults","11/07/2023",3,3,NA,3,4,"08/06/2023","2013_8",0,0
"Care at Home","Private","Bon Accord Care - Kingswood Court Day Centre","Aberdeen","Adults","23/08/2019",4,4,4,4,4,"18/07/2019","2013_8",0,0
"Care at Home","Private","Tus Nua Care Services Ltd","Dundee","Adults","17/11/2023",5,5,NA,5,5,"23/10/2023","2014_4",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Highland and Lochaber Care at Home Service","Fort William","Adults","15/05/2023",5,5,NA,5,5,"26/04/2023","2013_9",0,0
"Care at Home","Private","Supporting Positive Paths C.I.C.","Edinburgh","Adults","31/03/2023",3,3,NA,3,4,"28/03/2024","2014_1",0,0
"Care at Home","Voluntary or Not for Profit","Ark Western Isles","Stornoway","Adults","25/09/2022",5,5,NA,4,4,"02/06/2022","2013_10",0,0
"Care at Home","Local Authority","ACC Learning Disability Integrated Care Services","Aberdeen","Adults","29/07/2019",4,4,NA,5,4,"11/07/2019","2013_9",0,0
"Care at Home","Private","Caring Hearts Limited","Paisley","Adults","12/10/2023",5,4,NA,5,4,"12/09/2023","2014_3",2,0
"Care at Home","Voluntary or Not for Profit","Create Aberdeen","Aberdeen","Adults","10/12/2019",5,5,NA,5,4,"07/11/2019","2013_11",0,0
"Care at Home","Local Authority","Dunmuir Park Housing Support Service","Castle Douglas","Adults","09/03/2020",4,4,NA,4,3,"20/01/2020","2013_11",0,0
"Care at Home","Private","Alltogether Care Services Ltd","Clydebank","Adults","01/05/2023",6,5,NA,5,6,"22/07/2019","2014_2",0,0
"Care at Home","Voluntary or Not for Profit","Centred Care at Home Service Inverness","Inverness","Adults","15/06/2020",5,5,NA,4,5,"24/02/2020","2013_7",0,0
"Care at Home","Local Authority","Jarvis Court Very Sheltered Housing","Fraserburgh","Adults","15/05/2023",5,5,NA,5,5,"19/04/2023","2013_9",0,0
"Care at Home","Local Authority","Dalvenie Gardens Very Sheltered Housing and Resource Centre","Banchory","Adults","15/01/2024",5,5,NA,5,5,"07/12/2023","2013_9",0,0
"Care at Home","Local Authority","Abbey Court Very Sheltered Housing","Peterhead","Adults","28/02/2024",4,5,NA,5,4,"25/01/2024","2013_9",0,0
"Care at Home","Local Authority","Dawson Court Very Sheltered Housing","Turriff","Adults","10/05/2023",4,4,NA,4,4,"12/04/2023","2013_9",0,0
"Care at Home","Private","Adroit Care and Support Services Limited","Kirkcaldy","Adults","23/01/2020",5,5,NA,4,5,"22/11/2019","2013_10",0,0
"Care at Home","Private","Florence Court","Aberdeen","Adults","02/04/2024",4,4,NA,3,4,"15/03/2024","2013_8",0,0
"Care at Home","Private","Angel Care Services (Scotland) Limited","Greenock","Adults","31/08/2017",4,4,5,4,4,"16/08/2017","2014_1",0,0
"Care at Home","Voluntary or Not for Profit","Cowdenbeath","Cowdenbeath","Adults","08/01/2024",5,5,NA,5,5,"28/11/2023","2014_2",0,0
"Care at Home","Voluntary or Not for Profit","Quarriers Family Support Service","Dumfries","Adults","11/03/2020",5,5,NA,5,5,"30/01/2020","2014_1",0,0
"Care at Home","Local Authority","Cowan Court Extra Care Housing","Penicuik","Adults","26/10/2023",5,5,NA,5,5,"12/10/2023","2013_9",0,0
"Care at Home","Voluntary or Not for Profit","Penumbra - Central Aberdeen Supported Living Service","Aberdeen","Adults","04/04/2023",5,5,NA,6,4,"26/01/2023","2013_8",0,0
"Care at Home","Voluntary or Not for Profit","Hanover Care at Home Service - Scottish Borders","Galashiels","Adults","13/02/2020",5,5,NA,5,5,"15/01/2020","2014_3",0,0
"Care at Home","Voluntary or Not for Profit","17 Westerton Crescent","Aberdeen","Adults","31/05/2023",5,5,NA,5,5,"22/05/2023","2013_9",0,0
"Care at Home","Private","CRC Care","Paisley","Adults","08/11/2023",4,4,NA,4,3,"12/10/2023","2014_8",5,0
"Care at Home","Private","Keane Premier Support Services","Glasgow","Adults","25/03/2024",3,4,NA,4,3,"15/02/2024","2014_8",0,0
"Care at Home","Voluntary or Not for Profit","The Barrhead Project","Barrhead","Adults","08/01/2024",5,5,NA,5,5,"30/11/2023","2014_5",0,0
"Care at Home","Voluntary or Not for Profit","Dundee Specialist Mental Health Outreach Service","Dundee","Adults","22/11/2023",4,4,NA,3,4,"29/09/2023","2014_3",0,0
"Care at Home","Private","1st Class Care Solutions Limited","Livingston","Adults","20/09/2023",3,3,NA,3,3,"25/04/2024","2014_3",0,0
"Care at Home","Private","Step Up (Housing, Employability & Community Support Services)","Falkirk","Adults","26/09/2023",5,5,NA,5,5,"04/09/2023","2013_9",0,0
"Care at Home","Private","MADETOCARE Ltd","Edinburgh","Adults","13/02/2023",5,4,NA,4,3,"06/02/2023","2014_12",0,0
"Care at Home","Local Authority","Sunnybrae Centre","Kirkwall","Adults","19/12/2023",3,3,NA,3,3,"14/12/2023","2014_7",0,0
"Care at Home","Voluntary or Not for Profit","West Lothian Support Services","Bathgate","Adults","13/02/2023",5,6,NA,5,5,"02/02/2023","2014_3",0,0
"Care at Home","Private","Carescot Limited t/a Home Instead","Glasgow","Adults","03/04/2024",5,5,NA,4,4,"23/02/2024","2014_2",1,0
"Care at Home","Voluntary or Not for Profit","McSence Care at Home Service","Dalkeith","Adults","29/05/2023",4,5,NA,5,3,"16/05/2023","2014_6",2,0
"Care at Home","Voluntary or Not for Profit","British Red Cross Support at Home","Dundee","Adults","14/03/2023",4,4,NA,4,4,"06/02/2023","2014_9",0,0
"Care at Home","Voluntary or Not for Profit","East Lothian Services","Musselburgh","Adults","07/03/2023",5,5,NA,5,5,"22/08/2019","2014_10",0,0
"Care at Home","Private","St. Ninians Home Care Ltd","Blairgowrie","Adults","19/12/2022",5,5,NA,5,4,"15/12/2022","2014_4",0,0
"Care at Home","Voluntary or Not for Profit","Inspire Greenfolds","Huntly","Adults",NA,5,4,NA,4,4,"05/09/2019","2014_4",0,0
"Care at Home","Voluntary or Not for Profit","Inspire Union Street & Chattan Place","Aberdeen","Adults","18/02/2020",5,5,NA,5,5,"16/01/2020","2014_4",0,0
"Care at Home","Voluntary or Not for Profit","Inspire Great Northern Road & Hopetoun","Aberdeen","Adults","23/03/2020",5,5,NA,5,4,"12/12/2019","2014_3",0,0
"Care at Home","Private","SSCN Healthcare","Edinburgh","Adults","27/03/2024",2,4,NA,3,3,"31/01/2024","2014_4",1,0
"Care at Home","Private","Castle Care (Scotland) Ltd","Inverness","Adults","21/06/2023",4,4,NA,4,4,"20/01/2023","2014_5",0,0
"Other than Care at home","Local Authority","Day Opportunities - Adult Learning Disability Service","Arbroath","Adults","22/03/2016",4,4,NA,4,4,"18/02/2016","2014_11",0,0
"Care at Home","Local Authority","16 Barlink Road","Elgin","Adults","11/01/2019",5,5,NA,5,5,"06/12/2018","2014_4",0,0
"Care at Home","Voluntary or Not for Profit","Broomhill Park","Aberdeen","Adults","03/10/2023",4,5,NA,5,5,"12/09/2023","2014_2",0,0
"Other than Care at home","Voluntary or Not for Profit","Outreach Respite, Eilean Siar","Stornoway","Adults","09/10/2019",5,5,NA,5,4,"03/09/2019","2015_5",0,0
"Care at Home","Voluntary or Not for Profit","Carman Care","Dumbarton","Adults","21/04/2023",5,5,NA,5,4,"06/03/2023","2015_2",0,0
"Care at Home","Private","IKL Care","Alloa","Adults","28/02/2024",5,6,NA,5,5,"05/02/2024","2014_6",0,0
"Other than Care at home","Voluntary or Not for Profit","Alternatives WD CDS","Dumbarton","Adults","06/01/2020",6,5,5,5,5,"19/07/2019","2014_12",0,0
"Other than Care at home","Voluntary or Not for Profit","Cornerstone Borders Day Service","Airdrie","Adults","16/04/2019",5,5,5,5,4,"15/03/2019","2014_3",0,0
"Care at Home","Voluntary or Not for Profit","Dundee Youth Housing Service","Dundee","Adults","13/09/2023",4,4,NA,4,4,"10/08/2023","2015_5",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone Castlecraigs Court - Bessie Dunlop Court","Ardrossan","Adults","17/07/2023",4,6,NA,5,4,"05/07/2023","2014_4",0,0
"Care at Home","Voluntary or Not for Profit","Inspire Viewfield","Aberdeen","Adults","22/11/2022",3,4,NA,4,3,"10/10/2022","2014_4",0,0
"Care at Home","Voluntary or Not for Profit","Hospice at Home","Denny","Adults","09/02/2023",6,6,NA,6,6,"01/02/2023","2014_8",0,0
"Care at Home","Private","Carrick Home Services Ltd","Edinburgh","Adults","21/11/2023",5,5,NA,5,5,"20/10/2023","2014_8",0,0
"Care at Home","Private","Unicare - homecare Ltd","Forfar","Adults","10/05/2023",5,5,NA,5,5,"20/04/2023","2014_8",0,0
"Care at Home","Local Authority","Weavers Burn","Dundee","Adults","20/08/2019",5,5,NA,5,5,"23/07/2019","2014_5",0,0
"Care at Home","Private","Pin-Point Health & Social Care","Aberdeen","Adults","17/08/2021",3,3,NA,3,3,"12/04/2024","2015_6",0,0
"Other than Care at home","Voluntary or Not for Profit","Garvald Edinburgh Mayfield House","Dalkeith","Adults","05/10/2023",5,5,5,5,5,"13/09/2023","2014_11",0,0
"Care at Home","Private","G & J Care","Glenrothes","Adults","08/02/2024",3,2,NA,3,2,"22/01/2024","2015_4",0,0
"Care at Home","Voluntary or Not for Profit","Kibble Housing Support Services","Paisley","Adults","16/10/2019",5,5,NA,5,5,"03/09/2019","2014_12",0,0
"Care at Home","Voluntary or Not for Profit","Fife Care at Home and Housing Support Service","Kirkcaldy","Adults","06/03/2023",5,5,NA,5,5,"20/02/2023","2014_3",0,0
"Care at Home","Local Authority","Angus Council Accommodation with Support Service (Mental Health)","Arbroath","Adults","03/05/2023",5,5,NA,4,4,"07/04/2023","2014_12",0,0
"Care at Home","Voluntary or Not for Profit","Key Community Supports - Glasgow East","Glasgow","Adults","08/04/2024",5,5,NA,5,5,"20/03/2024","2014_5",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone Baxter View","Dumbarton","Adults","01/02/2024",2,2,NA,2,2,"14/03/2024","2014_10",0,0
"Care at Home","Private","Hands-On Homecare Limited","Glasgow","Adults","31/01/2024",4,4,NA,4,4,"11/12/2023","2015_3",0,0
"Other than Care at home","Private","Academy House Services","Glasgow","Adults","28/06/2019",4,4,4,4,4,"06/06/2019","2015_2",0,0
"Care at Home","Voluntary or Not for Profit","Enable Scotland West Argyll & Bute Support Service","Lochgilphead","Adults","20/12/2019",5,5,NA,5,4,"04/09/2019","2014_12",0,0
"Care at Home","Health Board","West Highland Care at Home Service","Isle Of Skye","Adults","15/09/2023",4,3,NA,4,3,"11/08/2023","2014_5",1,0
"Care at Home","Private","Sutton Care Solutions Limited","Edinburgh","Adults","06/06/2023",6,6,NA,5,5,"25/05/2023","2014_9",0,0
"Care at Home","Voluntary or Not for Profit","Threshold Support Services - Community and Short Breaks","Motherwell","Adults","02/08/2018",5,5,5,5,5,"07/06/2018","2014_11",0,0
"Care at Home","Local Authority","Ferndale Outreach Service","Kirkintilloch","Adults","08/06/2022",5,6,NA,5,5,"20/04/2022","2016_3",0,0
"Care at Home","Voluntary or Not for Profit","Community Lifestyles - Glasgow South","Glasgow","Adults","05/03/2024",4,5,NA,4,4,"02/02/2024","2014_10",0,0
"Care at Home","Voluntary or Not for Profit","De Paul House","Glasgow","Adults","08/08/2023",5,5,NA,4,4,"28/07/2023","2014_7",0,0
"Care at Home","Voluntary or Not for Profit","Stravaig Project","Glasgow","Adults","27/04/2023",6,5,NA,5,5,"13/04/2023","2014_7",0,0
"Care at Home","Voluntary or Not for Profit","Touchbase Ayrshire","Ardrossan","Adults","02/05/2023",5,5,NA,5,5,"21/04/2023","2014_10",0,0
"Care at Home","Private","Special Stars Homecare Limited","Falkirk","Adults","11/04/2024",5,5,NA,5,5,"04/03/2024","2015_3",0,0
"Care at Home","Private","Stuart Wright Care Ltd","Aberfeldy","Adults","17/01/2020",5,5,NA,4,4,"12/11/2019","2014_11",0,0
"Care at Home","Voluntary or Not for Profit","Penumbra Aberdeen Mental Health Service","Aberdeen","Adults","17/08/2023",5,5,NA,5,4,"01/08/2023","2014_9",0,0
"Care at Home","Private","Call-In Homecare Ltd - East Lothian","Edinburgh.","Adults","24/10/2023",3,3,NA,3,3,"14/08/2023","2015_3",1,0
"Care at Home","Private","Bon Accord Care - Care at Home - 3","Aberdeen","Adults","30/03/2022",3,3,NA,3,3,"08/10/2021","2014_10",1,0
"Care at Home","Private","Ann Inspired Care Ltd","Westhill","Adults","01/05/2023",5,5,NA,5,4,"16/03/2023","2014_11",0,0
"Care at Home","Voluntary or Not for Profit","Moray Support Services (Care at Home)","Elgin","Adults","19/04/2019",5,5,NA,4,5,"07/03/2019","2015_3",0,0
"Care at Home","Private","Diamond Care","Blairgowrie","Adults","05/06/2023",5,5,NA,5,4,"17/05/2023","2015_1",0,0
"Care at Home","Voluntary or Not for Profit","Rowanlea Services","Peterculter","Adults","12/06/2019",5,5,NA,5,4,"03/05/2019","2014_12",0,0
"Care at Home","Private","Nightingales Home Help Services Ltd","Kelso","Adults","02/03/2023",5,5,NA,4,5,"01/03/2023","2015_1",0,0
"Care at Home","Voluntary or Not for Profit","Penumbra Forth Valley Support Service","Falkirk","Adults","12/04/2024",5,5,NA,5,5,"20/03/2024","2014_12",0,0
"Care at Home","Private","Flexible Respite","Galashiels","Adults","14/03/2023",4,5,NA,5,4,"16/02/2023","2015_10",0,0
"Other than Care at home","Private","North Berwick Day Centre","North Berwick","Adults","15/08/2023",5,5,5,4,5,"18/07/2023","2015_3",0,0
"Care at Home","Private","Invercare Services Ltd - Inverclyde Branch","Greenock","Adults","19/12/2023",3,3,NA,3,3,"03/11/2023","2015_2",0,0
"Other than Care at home","Local Authority","RLDS Community Networks Service","Paisley","Adults","09/05/2018",5,5,NA,5,5,"06/04/2018","2015_4",0,0
"Care at Home","Voluntary or Not for Profit","Ark Fife West","Lochgelly","Adults","24/11/2023",5,4,NA,4,5,"20/11/2023","2015_5",0,0
"Care at Home","Voluntary or Not for Profit","Ark Moray","Forres","Adults","02/08/2023",5,5,NA,4,5,"10/07/2023","2015_5",0,0
"Care at Home","Voluntary or Not for Profit","Gateway","Inverness","Adults","21/06/2023",5,5,NA,4,5,"30/05/2023","2014_10",0,0
"Care at Home","Voluntary or Not for Profit","Crossroads Caring Scotland - Stewartry/Mid and Upper Nithsdale","Sanquhar","Adults","01/07/2020",4,4,NA,4,4,"06/02/2020","2015_3",0,0
"Care at Home","Voluntary or Not for Profit","Crossroads Caring Scotland - Glasgow/Blantyre/East Dunbarton","Glasgow","Adults","30/01/2020",4,4,NA,4,4,"13/12/2019","2015_3",0,0
"Care at Home","Voluntary or Not for Profit","Crossroads Caring Scotland - Moray/Nairn","Fochabers","Adults","11/09/2019",3,3,NA,4,3,"19/07/2019","2015_3",0,0
"Care at Home","Voluntary or Not for Profit","Crossroads Caring Scotland - Aberdeenshire","Fraserburgh","Adults","23/07/2019",4,4,NA,5,4,"27/06/2019","2015_3",0,0
"Care at Home","Voluntary or Not for Profit","Crossroads Caring Scotland - Dundee","Dundee","Adults","09/02/2023",4,4,NA,4,3,"25/01/2023","2015_3",0,0
"Care at Home","Voluntary or Not for Profit","Crossroads Caring Scotland - Lochaber","Fort William","Adults","02/04/2024",4,4,NA,4,4,"01/03/2024","2015_3",0,0
"Care at Home","Private","Poppy Homecare","Prestonpans","Adults","16/01/2023",5,5,NA,4,5,"23/12/2022","2015_3",0,0
"Care at Home","Voluntary or Not for Profit","Hillcrest Futures Angus - Doocot Park/Lousen Park/River Street/Riverview","Arbroath","Adults","21/12/2022",3,5,NA,5,3,"12/12/2022","2015_4",0,0
"Care at Home","Voluntary or Not for Profit","Go2 Support Service","Glasgow","Adults","10/04/2024",4,4,NA,5,3,"30/01/2024","2015_3",0,0
"Care at Home","Private","Lyle Court","Edinburgh","Adults","16/05/2019",5,5,NA,4,4,"24/04/2019","2015_4",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone South Aberdeenshire Care at Home","Aberdeen","Adults","01/09/2023",4,5,NA,4,4,"21/08/2023","2014_11",0,0
"Care at Home","Private","Bright Care (Perthshire & Angus)","Perth","Adults","12/07/2019",5,5,NA,5,4,"17/05/2019","2015_5",0,0
"Care at Home","Voluntary or Not for Profit","West of Scotland Housing Support","Glasgow","Adults","24/07/2023",5,5,NA,4,4,"12/06/2023","2015_2",0,0
"Care at Home","Voluntary or Not for Profit","Wheatley Care Personalised and Self Directed Support Services (North Lanarkshire)","Wishaw","Adults","12/03/2024",4,3,NA,4,4,"19/02/2024","2015_4",0,0
"Care at Home","Voluntary or Not for Profit","St. James Court","Inverurie","Adults","05/12/2023",4,4,NA,4,4,"08/11/2023","2015_6",0,0
"Care at Home","Private","CERA - Complex Care","Perth","Adults","28/03/2023",5,4,NA,5,4,"25/01/2023","2015_4",0,0
"Care at Home","Voluntary or Not for Profit","Engage Support Services","Glasgow","Adults","13/02/2023",4,5,NA,5,3,"08/02/2023","2015_7",0,0
"Care at Home","Private","Kerr Home Care","Linwood","Adults","16/04/2024",4,3,NA,4,3,"08/03/2024","2015_9",1,0
"Other than Care at home","Voluntary or Not for Profit","Haddington and District Day Centre","Haddington","Adults","24/10/2023",5,4,4,5,4,"24/08/2023","2015_8",0,0
"Other than Care at home","Voluntary or Not for Profit","Workmates","Glasgow","Adults","29/08/2019",5,4,4,4,4,"04/07/2019","2015_5",0,0
"Other than Care at home","Voluntary or Not for Profit","Harlawhill Day Care Centre","Prestonpans","Adults","19/08/2019",5,5,4,4,4,"27/06/2019","2015_10",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Hawick","Hawick","Adults","09/08/2023",6,5,NA,5,5,"01/08/2023","2016_3",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Longstone","Edinburgh","Adults","30/04/2024",4,5,NA,4,4,"22/03/2024","2016_2",0,0
"Care at Home","Private","St Joseph's Services - Circle of Best Practice 2 - Care at Home","Rosewell","Adults","06/03/2023",5,5,NA,4,5,"10/02/2023","2015_4",0,0
"Care at Home","Private","St Joseph's Services - Circle of Best Practice 1 - Care at Home","Rosewell","Adults","06/03/2023",5,5,NA,4,5,"10/02/2023","2015_4",0,0
"Care at Home","Private","St Joseph's Services - Circle of Best Practice 3 - Care at Home","Rosewell","Adults","06/03/2023",5,5,NA,4,5,"10/02/2023","2015_4",0,0
"Other than Care at home","Voluntary or Not for Profit","Cheshire House Day Service","Inverness","Adults","31/10/2016",5,5,6,4,4,"23/09/2016","2015_10",0,0
"Care at Home","Voluntary or Not for Profit","Nansen Highland Care at Home Services","Muir Of Ord","Adults","24/11/2023",5,5,NA,5,4,"21/11/2023","2015_7",0,0
"Care at Home","Private","Fraser Home Care","Inverness","Adults","06/03/2023",5,5,NA,5,5,"02/02/2023","2015_11",1,0
"Care at Home","Voluntary or Not for Profit","Enable Glasgow Care at Home Service","Glasgow","Adults","10/10/2023",5,6,NA,5,5,"01/09/2023","2015_8",0,0
"Care at Home","Private","Professional Carers","South Queensferry","Adults","09/01/2023",5,5,NA,5,5,"21/12/2022","2015_7",0,0
"Care at Home","Private","1st Homecare Dumfries","Dumfries","Adults","07/07/2023",5,5,NA,5,4,"13/06/2023","2015_9",0,0
"Care at Home","Private","1st Homecare Irvine","Irvine","Adults","02/06/2022",4,4,NA,4,4,"31/05/2022","2015_9",1,0
"Care at Home","Private","Caley Home Care","Edinburgh","Adults","22/12/2022",5,4,NA,5,4,"25/11/2022","2015_11",0,0
"Other than Care at home","Local Authority","Orchard Grove Day Care","Glasgow","Adults","16/06/2017",5,5,5,6,5,"02/11/2016","2015_11",0,0
"Care at Home","Voluntary or Not for Profit","Key - Highland (Skye and Easter Ross)","Invergordon","Adults","19/04/2023",4,5,NA,4,4,"17/03/2023","2015_7",0,0
"Care at Home","Local Authority","West Dunbartonshire HSCP Learning Disability Service - Community Connections","Dumbarton","Adults","31/07/2023",5,5,NA,5,5,"16/05/2023","2016_1",0,0
"Care at Home","Local Authority","Community Reablement and Support Team North","Kilmarnock","Adults","08/09/2021",4,4,NA,4,4,"30/08/2021","2016_1",0,0
"Care at Home","Local Authority","Community Reablement and Support Team - West","Kilmarnock","Adults","12/12/2023",4,4,NA,4,4,"22/03/2023","2016_2",0,0
"Care at Home","Local Authority","Moving On Service","Galston","Adults","19/12/2022",5,5,NA,5,4,"22/11/2022","2016_1",0,0
"Care at Home","Local Authority","Berryknowe Service","Auchinleck","Adults","11/05/2023",4,5,NA,5,4,"14/04/2023","2016_1",0,0
"Care at Home","Private","Specialist Resource Solutions Ltd","Aberdeen","Adults","11/04/2023",5,4,NA,5,5,"22/02/2023","2015_7",0,0
"Care at Home","Private","Enhance Living Support Services","Coatbridge","Adults","16/04/2024",5,3,NA,5,4,"09/10/2019","2015_11",1,0
"Other than Care at home","Voluntary or Not for Profit","Todhill Country Centre Day Services","Stevenston","Adults","14/08/2019",4,4,5,5,5,"08/07/2019","2015_6",0,0
"Care at Home","Private","Bright Care (Glasgow)","Glasgow","Adults","03/04/2023",5,6,NA,6,5,"09/02/2023","2016_11",0,0
"Care at Home","Health Board","S.I.L.C. Support Service (Skye & Lochalsh)","Isle Of Skye","Adults","28/02/2024",4,4,NA,4,3,"14/08/2023","2015_8",0,0
"Care at Home","Voluntary or Not for Profit","ENABLE Scotland - Fife Services","Kirkcaldy","Adults","06/03/2023",5,5,NA,5,5,"07/02/2023","2016_5",0,0
